participant_id,trial_index,interface_source,target_color_name,target_hex,clicked_color_name,clicked_hex,time_taken_ms,is_correct
sean,59,old,Purple,#7030A0,Purple,#7030A0,2151,True
sean,60,old,Orange,#FEBC02,Orange,#FEBC02,1063,True
sean,61,old,Red,#FF0000,Brown,#7F6000,1056,False
sean,62,new,Green,#92D050,Green,#92D050,1124.8999999761581,True
sean,63,new,Orange,#FEBC02,Orange,#FEBC02,1786.5,True
sean,64,new,Purple,#7030A0,Purple,#7030A0,1099.4000000953674,True
sean,65,new,Green,#92D050,Green,#92D050,994.6000000238419,True
sean,66,old,Blue,#002F8E,Purple,#7030A0,1860.2000000476837,False
sean,67,new,Brown,#D4681B,Red,#ED1E24,2169.100000023842,False
sean,68,old,Yellow,#FFFF00,Yellow,#FFFF00,1062.2000000476837,True
sean,69,new,Red,#ED1E24,Red,#ED1E24,1501.6000000238419,True
sean,70,new,Blue,#00B0F0,Blue,#00B0F0,1188.5,True
sean,71,new,Yellow,#FFFF00,Yellow,#FFFF00,1825.3999999761581,True
sean,72,new,Brown,#D4681B,Red,#ED1E24,1110.5,False
sean,73,new,Blue,#00B0F0,Blue,#00B0F0,1174.8000000715256,True
sean,74,new,Green,#92D050,Orange,#FEBC02,1535.5999999046326,False
sean,75,new,Orange,#FEBC02,Green,#92D050,1173.5,False
sean,76,new,Green,#92D050,Green,#92D050,1043.6000000238419,True
sean,77,new,Blue,#00B0F0,Blue,#00B0F0,1192.2000000476837,True
sean,78,new,Orange,#FEBC02,Orange,#FEBC02,1339.0999999046326,True
sean,79,old,Purple,#7030A0,Purple,#7030A0,1490.5,True
sean,80,old,Purple,#7030A0,Blue,#002F8E,1425.3999999761581,False
sean,81,new,Red,#ED1E24,Red,#ED1E24,1321.5,True
sean,82,old,Blue,#002F8E,Blue,#002F8E,1204.6000000238419,True
sean,83,old,Blue,#002F8E,Purple,#7030A0,1393.1999999284744,False
sean,84,old,Purple,#7030A0,Blue,#002F8E,1145.1999999284744,False
sean,85,old,Purple,#7030A0,Blue,#002F8E,2200.3000000715256,False
sean,86,old,Blue,#002F8E,Blue,#002F8E,1383.0999999046326,True
sean,87,old,Orange,#FEBC02,Yellow,#FFFF00,1102.3999999761581,False
sean,88,old,Green,#9DE951,Green,#9DE951,1043.1000000238419,True
sean,89,new,Purple,#7030A0,Purple,#7030A0,1051.8999999761581,True
sean,90,old,Brown,#7F6000,Red,#FF0000,2189.600000023842,False
sean,91,new,Green,#92D050,Green,#92D050,1655.5,True
sean,92,new,Purple,#7030A0,Purple,#7030A0,1866.1000000238419,True
sean,93,new,Orange,#FEBC02,Green,#92D050,1053.7999999523163,False
sean,94,old,Green,#9DE951,Green,#9DE951,1140,True
sean,95,old,Green,#9DE951,Orange,#FEBC02,1158.8999999761581,False
sean,96,new,Blue,#00B0F0,Blue,#00B0F0,954.2000000476837,True
sean,97,new,Green,#92D050,Orange,#FEBC02,1390.6000000238419,False
sean,98,old,Brown,#7F6000,Brown,#7F6000,1139.5,True
sean,99,new,Orange,#FEBC02,Green,#92D050,1485.6000000238419,False
sean,100,new,Red,#ED1E24,Brown,#D4681B,1760.1000000238419,False
sean,101,new,Red,#ED1E24,Brown,#D4681B,2320.8000000715256,False
sean,102,old,Blue,#002F8E,Purple,#7030A0,1865.3999999761581,False
sean,103,old,Orange,#FEBC02,Yellow,#FFFF00,1210.4000000953674,False
sean,104,old,Red,#FF0000,Brown,#7F6000,1072.6999999284744,False
sean,105,old,Purple,#7030A0,Purple,#7030A0,1292.2999999523163,True
sean,106,new,Yellow,#FFFF00,Yellow,#FFFF00,1177.3999999761581,True
sean,107,old,Yellow,#FFFF00,Yellow,#FFFF00,1340.8000000715256,True
sean,108,old,Green,#9DE951,Orange,#FEBC02,1378.5,False
sean,109,old,Purple,#7030A0,Purple,#7030A0,1094.7999999523163,True
sean,110,new,Green,#92D050,Green,#92D050,1450.8000000715256,True
sean,111,old,Orange,#FEBC02,Green,#9DE951,1666.6999999284744,False
sean,112,old,Brown,#7F6000,Brown,#7F6000,1335.5,True
sean,113,old,Orange,#FEBC02,Yellow,#FFFF00,1510.6000000238419,False
sean,114,old,Blue,#002F8E,Blue,#002F8E,1370.7000000476837,True
sean,115,new,Blue,#00B0F0,Blue,#00B0F0,1615,True
sean,116,old,Yellow,#FFFF00,Yellow,#FFFF00,1469.1000000238419,True
sean,117,new,Brown,#D4681B,Brown,#D4681B,1127.2000000476837,True
sean,118,new,Purple,#7030A0,Purple,#7030A0,1276.8000000715256,True
sean,119,old,Brown,#7F6000,Red,#FF0000,1153.6999999284744,False
sean,120,old,Brown,#7F6000,Red,#FF0000,1002.1000000238419,False
sean,121,old,Purple,#7030A0,Purple,#7030A0,1905.7999999523163,True
sean,122,old,Orange,#FEBC02,Green,#9DE951,2432.5999999046326,False
sean,123,new,Red,#ED1E24,Red,#ED1E24,1349.7999999523163,True
sean,124,new,Purple,#7030A0,Purple,#7030A0,1788.3999999761581,True
sean,125,old,Orange,#FEBC02,Orange,#FEBC02,1395.5,True
sean,126,new,Red,#ED1E24,Brown,#D4681B,1166.5,False
sean,127,new,Brown,#D4681B,Red,#ED1E24,1149.3000000715256,False
sean,128,old,Green,#9DE951,Green,#9DE951,1187.1000000238419,True
sean,129,old,Brown,#7F6000,Brown,#7F6000,1247.3999999761581,True
sean,130,old,Purple,#7030A0,Blue,#002F8E,1229.1000000238419,False
sean,131,old,Purple,#7030A0,Blue,#002F8E,1271.5999999046326,False
sean,132,new,Orange,#FEBC02,Green,#92D050,1399.2000000476837,False
sean,133,old,Orange,#FEBC02,Orange,#FEBC02,1002.1000000238419,True
sean,134,new,Orange,#FEBC02,Green,#92D050,1662.5,False
sean,135,new,Green,#92D050,Orange,#FEBC02,1517,False
sean,136,old,Green,#9DE951,Orange,#FEBC02,1024.2000000476837,False
sean,137,new,Blue,#00B0F0,Blue,#00B0F0,1237.6000000238419,True
sean,138,old,Purple,#7030A0,Blue,#002F8E,946.8000000715256,False
sean,139,new,Green,#92D050,Orange,#FEBC02,2012.3999999761581,False
sean,140,new,Red,#ED1E24,Brown,#D4681B,1541.3000000715256,False
sean,141,old,Yellow,#FFFF00,Yellow,#FFFF00,959.7999999523163,True
sean,142,new,Green,#92D050,Green,#92D050,1473,True
sean,143,old,Yellow,#FFFF00,Yellow,#FFFF00,1128.2999999523163,True
sean,144,new,Green,#92D050,Green,#92D050,1244.6000000238419,True
sean,145,old,Purple,#7030A0,Blue,#002F8E,1633.1999999284744,False
sean,146,new,Orange,#FEBC02,Orange,#FEBC02,2451.7000000476837,True
sean,147,old,Brown,#7F6000,Red,#FF0000,878.7000000476837,False
sean,148,old,Brown,#7F6000,Red,#FF0000,1093.7000000476837,False
sean,149,new,Orange,#FEBC02,Orange,#FEBC02,1601.5999999046326,True
sean,150,new,Purple,#7030A0,Purple,#7030A0,1163.9000000953674,True
sean,151,old,Orange,#FEBC02,Green,#9DE951,1934.7999999523163,False
sean,152,old,Yellow,#FFFF00,Yellow,#FFFF00,1117.8999999761581,True
sean,153,new,Yellow,#FFFF00,Yellow,#FFFF00,1067.8999999761581,True
sean,154,new,Purple,#7030A0,Purple,#7030A0,1921.1000000238419,True
sean,155,new,Brown,#D4681B,Red,#ED1E24,1682.1999999284744,False
sean,156,new,Purple,#7030A0,Purple,#7030A0,2056.600000023842,True
sean,157,new,Green,#92D050,Orange,#FEBC02,2019,False
sean,158,new,Blue,#00B0F0,Blue,#00B0F0,1611.1000000238419,True
sean,159,new,Purple,#7030A0,Purple,#7030A0,1498.8999999761581,True
sean,160,old,Red,#FF0000,Red,#FF0000,1508.8000000715256,True
sean,161,old,Blue,#002F8E,Purple,#7030A0,1663,False
sean,162,new,Red,#ED1E24,Red,#ED1E24,1431.8000000715256,True
sean,163,old,Green,#9DE951,Green,#9DE951,1174.3999999761581,True
sean,164,new,Purple,#7030A0,Purple,#7030A0,1083.6000000238419,True
sean,165,old,Green,#9DE951,Orange,#FEBC02,1699.7000000476837,False
sean,166,new,Blue,#00B0F0,Blue,#00B0F0,1077.5999999046326,True
sean,167,new,Red,#ED1E24,Red,#ED1E24,1358.3000000715256,True
sean,168,new,Blue,#00B0F0,Blue,#00B0F0,1026.7000000476837,True
sean,169,old,Red,#FF0000,Brown,#7F6000,1223,False
sean,170,new,Blue,#00B0F0,Blue,#00B0F0,1038.5,True
sean,171,new,Red,#ED1E24,Red,#ED1E24,1111,True
sean,172,old,Blue,#002F8E,Blue,#002F8E,1497.6000000238419,True
sean,173,old,Red,#FF0000,Red,#FF0000,1777.7000000476837,True
sean,174,old,Red,#FF0000,Brown,#7F6000,1914.8000000715256,False
sean,175,new,Green,#92D050,Green,#92D050,1816.2999999523163,True
sean,176,old,Yellow,#FFFF00,Yellow,#FFFF00,1146.2999999523163,True
sean,177,old,Purple,#7030A0,Blue,#002F8E,1647.5,False
sean,178,new,Brown,#D4681B,Red,#ED1E24,1208.2000000476837,False
sean,179,new,Yellow,#FFFF00,Yellow,#FFFF00,3358.600000023842,True
sean,180,new,Blue,#00B0F0,Blue,#00B0F0,1604,True
sean,181,new,Brown,#D4681B,Red,#ED1E24,1628,False
sean,182,new,Purple,#7030A0,Purple,#7030A0,1748.7000000476837,True
sean,183,new,Orange,#FEBC02,Green,#92D050,1685.6999999284744,False
sean,184,old,Purple,#7030A0,Blue,#002F8E,1297.0999999046326,False
sean,185,old,Brown,#7F6000,Brown,#7F6000,1777.7999999523163,True
sean,186,old,Brown,#7F6000,Red,#FF0000,1794.8000000715256,False
sean,187,new,Brown,#D4681B,Brown,#D4681B,1650,True
sean,188,old,Blue,#002F8E,Purple,#7030A0,1141.6000000238419,False
sean,189,new,Blue,#00B0F0,Blue,#00B0F0,1482,True
sean,190,new,Brown,#D4681B,Brown,#D4681B,1634.8999999761581,True
sean,191,new,Red,#ED1E24,Red,#ED1E24,1945.8999999761581,True
sean,192,new,Yellow,#FFFF00,Yellow,#FFFF00,1066.1000000238419,True
sean,193,old,Purple,#7030A0,Blue,#002F8E,1433.1000000238419,False
sean,194,new,Red,#ED1E24,Red,#ED1E24,1937.8000000715256,True
sean,195,new,Yellow,#FFFF00,Yellow,#FFFF00,2380.2000000476837,True
sean,196,old,Brown,#7F6000,Red,#FF0000,1196,False
sean,197,old,Blue,#002F8E,Blue,#002F8E,1529.2999999523163,True
sean,198,old,Red,#FF0000,Red,#FF0000,1420.3000000715256,True
sean,199,new,Brown,#D4681B,Brown,#D4681B,1447.1999999284744,True
sean,200,new,Yellow,#FFFF00,Yellow,#FFFF00,1258.8999999761581,True
sean,201,old,Green,#9DE951,Green,#9DE951,1623.2999999523163,True
sean,202,new,Red,#ED1E24,Red,#ED1E24,1134.5,True
sean,203,old,Green,#9DE951,Orange,#FEBC02,1066.2999999523163,False
sean,204,new,Purple,#7030A0,Purple,#7030A0,1377,True
sean,205,old,Purple,#7030A0,Blue,#002F8E,1613.5,False
sean,206,new,Purple,#7030A0,Purple,#7030A0,1062.1999999284744,True
sean,207,old,Orange,#FEBC02,Orange,#FEBC02,1901.6999999284744,True
sean,208,new,Brown,#D4681B,Brown,#D4681B,2308,True
sean,209,new,Purple,#7030A0,Purple,#7030A0,1283.3999999761581,True
sean,210,new,Green,#92D050,Red,#ED1E24,1943.2000000476837,False
sean,211,old,Orange,#FEBC02,Green,#9DE951,1783.5,False
sean,212,new,Green,#92D050,Green,#92D050,2764.1999999284744,True
sean,213,new,Purple,#7030A0,Purple,#7030A0,1509.1000000238419,True
sean,214,new,Brown,#D4681B,Brown,#D4681B,1602.1000000238419,True
sean,215,old,Red,#FF0000,Red,#FF0000,1512.2999999523163,True
sean,216,old,Yellow,#FFFF00,Yellow,#FFFF00,1109.8000000715256,True
sean,217,old,Red,#FF0000,Brown,#7F6000,1520.5,False
sean,218,old,Brown,#7F6000,Red,#FF0000,1304.2999999523163,False
sean,219,old,Purple,#7030A0,Purple,#7030A0,1136.2000000476837,True
sean,220,old,Blue,#002F8E,Purple,#7030A0,1415.1000000238419,False
sean,221,old,Orange,#FEBC02,Green,#9DE951,1741.5,False
sean,222,old,Purple,#7030A0,Purple,#7030A0,1225.5,True
sean,223,old,Brown,#7F6000,Brown,#7F6000,2357.7000000476837,True
sean,224,old,Blue,#002F8E,Purple,#7030A0,1497.7000000476837,False
sean,225,old,Red,#FF0000,Red,#FF0000,1221.6000000238419,True
sean,226,new,Orange,#FEBC02,Orange,#FEBC02,1565.5999999046326,True
sean,227,new,Brown,#D4681B,Red,#ED1E24,1509.1000000238419,False
sean,228,old,Blue,#002F8E,Blue,#002F8E,1324.7999999523163,True
sean,229,new,Yellow,#FFFF00,Yellow,#FFFF00,1035.3000000715256,True
sean,230,old,Orange,#FEBC02,Green,#9DE951,1430.7000000476837,False
sean,231,new,Yellow,#FFFF00,Yellow,#FFFF00,1322.9000000953674,True
sean,232,new,Blue,#00B0F0,Blue,#00B0F0,1123.4000000953674,True
sean,233,new,Blue,#00B0F0,Blue,#00B0F0,998.5,True
sean,234,old,Yellow,#FFFF00,Yellow,#FFFF00,969.9000000953674,True
sean,235,new,Orange,#FEBC02,Orange,#FEBC02,1322.6000000238419,True
sean,236,old,Orange,#FEBC02,Orange,#FEBC02,1074.5999999046326,True
sean,237,old,Yellow,#FFFF00,Yellow,#FFFF00,909.3999999761581,True
sean,238,new,Green,#92D050,Green,#92D050,1299.8999999761581,True
sean,239,new,Green,#92D050,Orange,#FEBC02,2079.899999976158,False
sean,240,new,Red,#ED1E24,Red,#ED1E24,1087.7000000476837,True
sean,241,old,Red,#FF0000,Brown,#7F6000,1309.8999999761581,False
sean,242,old,Yellow,#FFFF00,Yellow,#FFFF00,1135.8000000715256,True
sean,243,new,Blue,#00B0F0,Blue,#00B0F0,1249.6000000238419,True
sean,244,old,Orange,#FEBC02,Orange,#FEBC02,1118.9000000953674,True
sean,245,new,Orange,#FEBC02,Orange,#FEBC02,1051,True
sean,246,old,Blue,#002F8E,Purple,#7030A0,1440.3000000715256,False
sean,247,old,Yellow,#FFFF00,Yellow,#FFFF00,1541.5999999046326,True
sean,248,old,Green,#9DE951,Green,#9DE951,984.6000000238419,True
sean,249,new,Yellow,#FFFF00,Yellow,#FFFF00,1260,True
sean,250,new,Brown,#D4681B,Brown,#D4681B,1125.2000000476837,True
sean,251,old,Red,#FF0000,Red,#FF0000,1528.3999999761581,True
sean,252,old,Orange,#FEBC02,Orange,#FEBC02,1223.1999999284744,True
sean,253,old,Green,#9DE951,Green,#9DE951,1220.1999999284744,True
sean,254,new,Orange,#FEBC02,Orange,#FEBC02,1380.5,True
sean,255,old,Orange,#FEBC02,Green,#9DE951,1280.2999999523163,False
sean,256,old,Green,#9DE951,Green,#9DE951,2106.399999976158,True
sean,257,old,Yellow,#FFFF00,Yellow,#FFFF00,1006.8999999761581,True
sean,258,new,Blue,#00B0F0,Blue,#00B0F0,1009.7000000476837,True
sean,259,old,Green,#9DE951,Green,#9DE951,1363.8000000715256,True
sean,260,new,Yellow,#FFFF00,Yellow,#FFFF00,981.7999999523163,True
sean,261,old,Blue,#002F8E,Purple,#7030A0,1397.8999999761581,False
sean,262,new,Brown,#D4681B,Red,#ED1E24,1566.2999999523163,False
sean,263,old,Brown,#7F6000,Red,#FF0000,1362.6000000238419,False
sean,264,old,Brown,#7F6000,Red,#FF0000,1537.8999999761581,False
sean,265,new,Red,#ED1E24,Brown,#D4681B,1126.2999999523163,False
sean,266,old,Green,#9DE951,Green,#9DE951,1701.1000000238419,True
sean,267,old,Green,#9DE951,Green,#9DE951,2793.5,True
sean,268,new,Brown,#D4681B,Brown,#D4681B,1280.7000000476837,True
sean,269,old,Yellow,#FFFF00,Yellow,#FFFF00,908,True
sean,270,new,Yellow,#FFFF00,Yellow,#FFFF00,1111.1000000238419,True
sean,271,old,Blue,#002F8E,Blue,#002F8E,1462.7999999523163,True
sean,272,old,Brown,#7F6000,Red,#FF0000,1472,False
sean,273,old,Red,#FF0000,Red,#FF0000,1576.6000000238419,True
sean,274,new,Brown,#D4681B,Brown,#D4681B,1324.5999999046326,True
sean,275,new,Red,#ED1E24,Red,#ED1E24,1067.5,True
sean,276,old,Brown,#7F6000,Brown,#7F6000,1047.7000000476837,True
sean,277,old,Yellow,#FFFF00,Yellow,#FFFF00,972.8999999761581,True
sean,278,new,Yellow,#FFFF00,Yellow,#FFFF00,955.3999999761581,True
sean,279,new,Yellow,#FFFF00,Yellow,#FFFF00,1395.7000000476837,True
sean,280,new,Red,#ED1E24,Brown,#D4681B,2104.600000023842,False
